fecha,clae3,w_median
2017-01-01,433,7820
2017-01-01,439,12303
2017-01-01,451,20096
2017-01-01,452,14995
2017-01-01,453,17697
2017-01-01,454,18033
2017-01-01,461,20150
2017-01-01,462,20500
2017-01-01,463,18096
2017-01-01,464,18827
2017-01-01,465,20684
2017-01-01,466,18908
2017-01-01,469,18917
2017-01-01,471,18938
2017-01-01,472,9992
2017-01-01,473,20713
2017-01-01,474,16423
2017-01-01,475,18221
2017-01-01,476,15809
2017-01-01,477,15901
2017-01-01,478,8481
2017-01-01,479,12948
2017-01-01,491,37665
2017-01-01,492,25120
2017-01-01,493,70928
2017-01-01,501,49565
2017-01-01,502,38319
2017-01-01,511,49614
2017-01-01,512,27105
2017-01-01,521,12609
2017-01-01,522,23201
2017-01-01,523,22492
2017-01-01,524,23527
2017-01-01,530,28124
2017-01-01,551,15950
2017-01-01,552,11457
2017-01-01,561,8606
2017-01-01,562,17123
2017-01-01,581,22635
2017-01-01,591,17045
2017-01-01,592,16497
2017-01-01,601,17292
2017-01-01,602,35985
2017-01-01,611,43838
2017-01-01,612,39725
2017-01-01,613,23246
2017-01-01,614,19784
2017-01-01,619,25000
2017-01-01,620,25260
2017-01-01,631,25883
2017-01-01,639,33802
2017-01-01,641,50228
2017-01-01,642,27082
2017-01-01,643,32110
2017-01-01,649,21978
2017-01-01,651,27781
2017-01-01,652,39467
2017-01-01,653,34181
2017-01-01,661,27307
2017-01-01,662,17589
2017-01-01,663,22357
2017-01-01,681,15515
2017-01-01,682,16248
2017-01-01,691,12610
2017-01-01,692,16900
2017-01-01,702,17720
2017-01-01,711,15000
2017-01-01,712,23195
2017-01-01,721,27525
2017-01-01,722,18593
2017-01-01,731,18302
2017-01-01,732,20037
2017-01-01,741,12848
2017-01-01,742,10657
2017-01-01,749,17243
2017-01-01,750,10243
2017-01-01,771,18219
2017-01-01,772,15743
2017-01-01,773,18000
2017-01-01,774,27668
2017-01-01,780,14341
2017-01-01,791,17673
2017-01-01,801,16129
2017-01-01,811,8145
2017-01-01,812,11148
2017-01-01,813,13382
2017-01-01,821,11348
2017-01-01,822,12198
2017-01-01,823,14936
2017-01-01,829,16800
2017-01-01,851,11742
2017-01-01,852,10335
2017-01-01,853,6325
2017-01-01,854,11844
2017-01-01,855,9714
2017-01-01,861,20781
2017-01-01,862,14095
2017-01-01,863,19213
2017-01-01,864,20209
2017-01-01,869,19042
2017-01-01,870,14841
2017-01-01,880,15171
2017-01-01,900,12047
2017-01-01,910,15496
2017-01-01,920,19030
2017-01-01,931,16834
2017-01-01,939,7832
2017-01-01,941,22825
2017-01-01,942,22752
2017-01-01,949,17968
2017-01-01,951,17474
2017-01-01,952,12226
2017-01-01,960,11712
2017-01-01,999,31046
2017-02-01,11,10990
2017-02-01,12,9309
2017-02-01,13,13378
2017-02-01,14,12529
2017-02-01,16,7696
2017-02-01,17,10990
2017-02-01,21,12500
2017-02-01,22,10368
2017-02-01,24,10297
2017-02-01,31,20680
2017-02-01,32,10421
2017-02-01,51,65486
2017-02-01,61,63238
2017-02-01,62,83684
2017-02-01,71,-99
2017-02-01,72,54705
2017-02-01,81,18797
2017-02-01,89,18824
2017-02-01,91,57423
2017-02-01,99,22680
2017-02-01,101,19127
2017-02-01,102,19524
2017-02-01,103,14753
2017-02-01,104,29323
2017-02-01,105,37843
2017-02-01,106,23842
2017-02-01,107,17809
2017-02-01,108,21083
2017-02-01,109,16029
2017-02-01,110,23090
2017-02-01,120,28523
2017-02-01,131,16538
2017-02-01,139,15630
2017-02-01,141,15380
2017-02-01,142,12179
2017-02-01,143,14272
2017-02-01,149,15787
2017-02-01,151,21919
2017-02-01,152,15629
2017-02-01,161,9806
2017-02-01,162,13352
2017-02-01,170,21773
2017-02-01,181,18348
2017-02-01,182,26446
2017-02-01,191,15413
2017-02-01,192,39062
2017-02-01,201,30932
2017-02-01,202,25763
2017-02-01,203,18064
2017-02-01,204,17852
2017-02-01,210,32815
2017-02-01,221,21504
2017-02-01,222,19649
2017-02-01,231,23815
2017-02-01,239,19587
2017-02-01,241,28479
2017-02-01,242,30844
2017-02-01,243,16889
2017-02-01,251,13127
2017-02-01,252,16877
2017-02-01,259,15728
2017-02-01,261,16934
2017-02-01,262,18702
2017-02-01,263,44144
2017-02-01,264,39674
2017-02-01,265,18000
2017-02-01,266,18042
2017-02-01,267,18605
2017-02-01,268,15973
2017-02-01,271,19005
2017-02-01,272,17766
2017-02-01,273,20699
2017-02-01,274,14566
2017-02-01,275,18836
2017-02-01,279,17254
2017-02-01,281,19763
2017-02-01,282,17000
2017-02-01,291,37642
2017-02-01,292,18173
2017-02-01,293,22223
2017-02-01,301,30171
2017-02-01,302,20881
2017-02-01,303,37594
2017-02-01,309,18514
2017-02-01,310,14547
2017-02-01,321,12048
2017-02-01,322,13322
2017-02-01,323,14969
2017-02-01,324,14843
2017-02-01,329,17489
2017-02-01,331,18991
2017-02-01,332,16449
2017-02-01,351,43894
2017-02-01,352,37102
2017-02-01,353,5652
2017-02-01,360,29895
2017-02-01,370,20289
2017-02-01,381,31327
2017-02-01,382,21398
2017-02-01,390,22137
2017-02-01,410,9274
2017-02-01,421,20041
2017-02-01,422,15683
2017-02-01,429,15640
2017-02-01,431,14316
2017-02-01,432,12269
2017-02-01,433,7690
2017-02-01,439,11521
2017-02-01,451,19458
2017-02-01,452,15048
2017-02-01,453,17841
2017-02-01,454,17821
2017-02-01,461,19679
2017-02-01,462,19362
2017-02-01,463,18168
2017-02-01,464,18657
2017-02-01,465,20502
2017-02-01,466,18650
2017-02-01,469,18666
2017-02-01,471,19086
2017-02-01,472,9906
2017-02-01,473,21141
2017-02-01,474,15895
2017-02-01,475,18078
2017-02-01,476,15970
2017-02-01,477,15434
2017-02-01,478,8584
2017-02-01,479,13816
2017-02-01,491,35179
2017-02-01,492,24915
2017-02-01,493,53556
2017-02-01,501,46091
2017-02-01,502,38299
2017-02-01,511,49532
2017-02-01,512,27325
2017-02-01,521,11118
2017-02-01,522,22944
2017-02-01,523,22316
2017-02-01,524,23609
2017-02-01,530,26605
2017-02-01,551,16472
2017-02-01,552,11867
2017-02-01,561,8651
2017-02-01,562,16666
2017-02-01,581,21269
2017-02-01,591,17811
2017-02-01,592,16686
2017-02-01,601,17853
2017-02-01,602,33956
2017-02-01,611,32771
2017-02-01,612,28232
2017-02-01,613,22550
2017-02-01,614,19689
2017-02-01,619,22798
2017-02-01,620,25000
2017-02-01,631,26742
2017-02-01,639,31968
2017-02-01,641,56451
2017-02-01,642,27099
2017-02-01,643,33747
2017-02-01,649,21796
2017-02-01,651,26302
2017-02-01,652,39880
2017-02-01,653,34614
2017-02-01,661,25210
2017-02-01,662,17442
2017-02-01,663,21893
2017-02-01,681,15397
2017-02-01,682,16434
2017-02-01,691,12233
2017-02-01,692,16842
2017-02-01,702,17616
2017-02-01,711,14660
2017-02-01,712,23552
2017-02-01,721,26680
2017-02-01,722,18803
2017-02-01,731,18072
2017-02-01,732,19128
2017-02-01,741,13173
2017-02-01,742,10531
2017-02-01,749,17694
2017-02-01,750,9874
2017-02-01,771,17959
2017-02-01,772,13721
2017-02-01,773,17610
2017-02-01,774,26790
2017-02-01,780,14609
2017-02-01,791,18207
2017-02-01,801,15937
2017-02-01,811,8413
2017-02-01,812,11398
2017-02-01,813,14187
2017-02-01,821,12107
2017-02-01,822,12148
2017-02-01,823,12840
2017-02-01,829,16863
2017-02-01,851,11598
2017-02-01,852,10311
2017-02-01,853,6216
2017-02-01,854,11730
2017-02-01,855,9707
2017-02-01,861,20525
2017-02-01,862,13872
2017-02-01,863,19013
2017-02-01,864,19519
2017-02-01,869,18738
2017-02-01,870,14942
2017-02-01,880,14776
2017-02-01,900,8982
2017-02-01,910,15277
2017-02-01,920,18811
2017-02-01,931,17093
2017-02-01,939,8276
2017-02-01,941,21378
2017-02-01,942,22245
2017-02-01,949,18220
2017-02-01,951,17220
2017-02-01,952,12269
2017-02-01,960,11376
2017-02-01,999,34032
2017-03-01,11,11197
2017-03-01,12,9421
2017-03-01,13,16508
2017-03-01,14,12459
2017-03-01,16,6096
2017-03-01,17,10978
2017-03-01,21,12962
2017-03-01,22,10368
2017-03-01,24,10347
2017-03-01,31,20158
2017-03-01,32,10368
2017-03-01,51,59861
2017-03-01,61,98512
2017-03-01,62,99721
2017-03-01,71,-99
2017-03-01,72,51918
2017-03-01,81,19500
2017-03-01,89,19547
2017-03-01,91,57109
2017-03-01,99,24638
2017-03-01,101,20240
2017-03-01,102,19754
2017-03-01,103,16550
2017-03-01,104,31553
2017-03-01,105,38508
2017-03-01,106,25271
2017-03-01,107,18373
2017-03-01,108,21823
2017-03-01,109,20316
2017-03-01,110,24722
2017-03-01,120,29393
2017-03-01,131,17698
2017-03-01,139,16628
2017-03-01,141,16105
2017-03-01,142,13392
2017-03-01,143,15551
2017-03-01,149,19892
2017-03-01,151,22685
2017-03-01,152,17009
2017-03-01,161,10548
2017-03-01,162,14197
2017-03-01,170,23100
2017-03-01,181,18931
2017-03-01,182,26000
2017-03-01,191,17111
2017-03-01,192,46252
2017-03-01,201,32330
2017-03-01,202,27606
2017-03-01,203,18319
2017-03-01,204,18515
2017-03-01,210,34183
2017-03-01,221,21782
2017-03-01,222,20851
2017-03-01,231,24684
2017-03-01,239,20335
2017-03-01,241,30413
2017-03-01,242,30710
2017-03-01,243,17242
2017-03-01,251,13499
2017-03-01,252,18020
2017-03-01,259,15966
2017-03-01,261,15977
2017-03-01,262,18253
2017-03-01,263,39424
2017-03-01,264,39519
2017-03-01,265,17972
2017-03-01,266,17928
2017-03-01,267,19349
2017-03-01,268,16822
2017-03-01,271,19109
2017-03-01,272,18012
2017-03-01,273,22126
2017-03-01,274,14934
2017-03-01,275,18266
2017-03-01,279,16862
2017-03-01,281,20000
2017-03-01,282,17262
2017-03-01,291,41342
2017-03-01,292,17720
2017-03-01,293,23090
2017-03-01,301,30701
2017-03-01,302,22019
2017-03-01,303,36624
2017-03-01,309,17364
2017-03-01,310,15664
2017-03-01,321,14021
2017-03-01,322,14659
2017-03-01,323,15372
2017-03-01,324,17126
2017-03-01,329,17520
2017-03-01,331,19789
2017-03-01,332,17510
2017-03-01,351,47722
2017-03-01,352,44206
2017-03-01,353,5996
2017-03-01,360,31358
2017-03-01,370,21224
2017-03-01,381,34720
2017-03-01,382,21436
2017-03-01,390,24096
2017-03-01,410,9880
2017-03-01,421,21834
2017-03-01,422,16725
2017-03-01,429,17112
2017-03-01,431,15142
2017-03-01,432,13007
2017-03-01,433,8060
2017-03-01,439,12816
2017-03-01,451,19313
2017-03-01,452,15418
2017-03-01,453,17654
2017-03-01,454,17810
2017-03-01,461,19687
2017-03-01,462,19800
2017-03-01,463,18068
2017-03-01,464,18724
2017-03-01,465,20353
2017-03-01,466,18521
2017-03-01,469,18488
2017-03-01,471,19661
2017-03-01,472,9921
2017-03-01,473,20789
2017-03-01,474,16148
2017-03-01,475,17979
2017-03-01,476,16501
2017-03-01,477,15755
2017-03-01,478,6476
2017-03-01,479,14449
2017-03-01,491,33578
2017-03-01,492,24982
2017-03-01,493,62351
2017-03-01,501,49258
2017-03-01,502,40009
2017-03-01,511,51196
2017-03-01,512,27870
2017-03-01,521,10916
2017-03-01,522,23414
2017-03-01,523,22813
2017-03-01,524,23538
2017-03-01,530,26445
2017-03-01,551,16601
2017-03-01,552,12193
2017-03-01,561,8617
2017-03-01,562,16436
2017-03-01,581,21686
2017-03-01,591,17133
2017-03-01,592,16071
2017-03-01,601,17989
2017-03-01,602,35035
2017-03-01,611,40956
2017-03-01,612,30942
2017-03-01,613,23451
2017-03-01,614,19298
2017-03-01,619,23992
2017-03-01,620,26100
2017-03-01,631,25913
2017-03-01,639,33424
2017-03-01,641,49297
2017-03-01,642,30314
2017-03-01,643,34905
2017-03-01,649,21997
2017-03-01,651,26626
2017-03-01,652,42040
2017-03-01,653,45105
2017-03-01,661,26204
2017-03-01,662,17471
2017-03-01,663,25730
2017-03-01,681,15707
2017-03-01,682,16385
2017-03-01,691,12395
2017-03-01,692,16882
2017-03-01,702,17677
2017-03-01,711,15080
2017-03-01,712,23354
2017-03-01,721,27932
2017-03-01,722,19371
2017-03-01,731,18396
2017-03-01,732,20241
2017-03-01,741,13417
2017-03-01,742,11013
2017-03-01,749,17344
2017-03-01,750,9904
2017-03-01,771,18087
2017-03-01,772,15334
2017-03-01,773,17902
2017-03-01,774,25287
2017-03-01,780,14647
2017-03-01,791,18443
2017-03-01,801,16015
2017-03-01,811,8584
2017-03-01,812,11713
2017-03-01,813,14708
2017-03-01,821,11774
2017-03-01,822,12442
2017-03-01,823,16520
2017-03-01,829,16771
2017-03-01,851,12384
2017-03-01,852,10817
2017-03-01,853,6533
2017-03-01,854,11913
2017-03-01,855,10537
2017-03-01,861,20683
2017-03-01,862,13735
2017-03-01,863,19000
2017-03-01,864,19513
2017-03-01,869,18732
2017-03-01,870,14720
2017-03-01,880,14604
2017-03-01,900,9938
2017-03-01,910,15384
2017-03-01,920,19008
2017-03-01,931,16400
2017-03-01,939,7153
2017-03-01,941,21509
2017-03-01,942,22429
2017-03-01,949,18039
2017-03-01,951,17301
2017-03-01,952,12194
2017-03-01,960,11677
2017-03-01,999,32110
2017-04-01,11,11548
2017-04-01,12,8926
2017-04-01,13,17004
2017-04-01,14,12468
2017-04-01,16,5669
2017-04-01,17,11430
2017-04-01,21,12828
2017-04-01,22,10057
2017-04-01,24,9856
2017-04-01,31,18947
2017-04-01,32,10408
2017-04-01,51,59873
2017-04-01,61,65040
2017-04-01,62,102601
2017-04-01,71,-99
2017-04-01,72,49354
2017-04-01,81,19382
2017-04-01,89,19560
2017-04-01,91,58675
2017-04-01,99,25981
2017-04-01,101,19524
2017-04-01,102,19752
2017-04-01,103,16310
2017-04-01,104,31089
2017-04-01,105,38008
2017-04-01,106,24629
2017-04-01,107,18494
2017-04-01,108,21871
2017-04-01,109,18167
2017-04-01,110,26250
2017-04-01,120,28616
2017-04-01,131,17390
2017-04-01,139,16202
2017-04-01,141,16624
2017-04-01,142,13060
2017-04-01,143,14983
2017-04-01,149,17683
2017-04-01,151,21835
2017-04-01,152,16708
2017-04-01,161,10500
2017-04-01,162,13935
2017-04-01,170,23316
2017-04-01,181,18802
2017-04-01,182,26262
2017-04-01,191,16036
2017-04-01,192,39084
2017-04-01,201,32105
2017-04-01,202,27169
2017-04-01,203,19238
2017-04-01,204,19686
2017-04-01,210,34222
2017-04-01,221,22134
2017-04-01,222,20000
2017-04-01,231,26683
2017-04-01,239,20291
2017-04-01,241,29113
2017-04-01,242,30397
2017-04-01,243,16298
2017-04-01,251,12496
2017-04-01,252,18143
2017-04-01,259,14906
2017-04-01,261,15513
2017-04-01,262,19568
2017-04-01,263,43902
2017-04-01,264,40885
2017-04-01,265,18224
2017-04-01,266,18595
2017-04-01,267,20393
2017-04-01,268,15986
2017-04-01,271,18661
2017-04-01,272,17382
2017-04-01,273,20747
2017-04-01,274,14070
2017-04-01,275,18680
2017-04-01,279,16709
2017-04-01,281,19871
2017-04-01,282,16602
2017-04-01,291,39653
2017-04-01,292,17800
2017-04-01,293,22153
2017-04-01,301,32586
2017-04-01,302,20673
2017-04-01,303,36298
2017-04-01,309,17948
2017-04-01,310,15182
2017-04-01,321,13747
2017-04-01,322,14649
2017-04-01,323,15108
2017-04-01,324,16648
2017-04-01,329,17504
2017-04-01,331,19379
2017-04-01,332,18160
2017-04-01,351,42606
2017-04-01,352,37946
2017-04-01,353,6108
2017-04-01,360,34195
2017-04-01,370,21229
2017-04-01,381,34315
2017-04-01,382,20677
2017-04-01,390,23770
2017-04-01,410,9716
2017-04-01,421,20697
2017-04-01,422,16436
2017-04-01,429,16301
2017-04-01,431,14911
2017-04-01,432,12519
2017-04-01,433,8060
2017-04-01,439,12300
2017-04-01,451,20078
2017-04-01,452,15360
2017-04-01,453,19037
2017-04-01,454,19200
2017-04-01,461,20705
2017-04-01,462,20594
2017-04-01,463,19403
2017-04-01,464,19963
2017-04-01,465,21822
2017-04-01,466,19963
2017-04-01,469,20000
2017-04-01,471,21403
2017-04-01,472,10398
2017-04-01,473,21282
2017-04-01,474,17722
2017-04-01,475,19590
2017-04-01,476,18151
2017-04-01,477,17269
2017-04-01,478,5935
2017-04-01,479,15000
2017-04-01,491,33461
2017-04-01,492,24661
2017-04-01,493,54932
2017-04-01,501,49656
2017-04-01,502,39926
2017-04-01,511,51492
2017-04-01,512,29936
2017-04-01,521,13686
2017-04-01,522,23806
2017-04-01,523,23797
2017-04-01,524,23932
2017-04-01,530,26895
2017-04-01,551,17649
2017-04-01,552,13889
2017-04-01,561,8893
2017-04-01,562,16955
2017-04-01,581,22339
2017-04-01,591,19855
2017-04-01,592,17187
2017-04-01,601,18909
2017-04-01,602,35678
2017-04-01,611,35476
2017-04-01,612,31331
2017-04-01,613,26355
2017-04-01,614,20371
2017-04-01,619,24776
2017-04-01,620,27020
2017-04-01,631,27783
2017-04-01,639,35631
2017-04-01,641,46842
2017-04-01,642,28001
2017-04-01,643,22038
2017-04-01,649,23297
2017-04-01,651,27670
2017-04-01,652,43260
2017-04-01,653,35524
2017-04-01,661,28438
2017-04-01,662,19076
2017-04-01,663,24735
2017-04-01,681,15655
2017-04-01,682,17223
2017-04-01,691,12960
2017-04-01,692,18168
2017-04-01,702,18986
2017-04-01,711,15000
2017-04-01,712,23673
2017-04-01,721,28918
2017-04-01,722,19911
2017-04-01,731,20167
2017-04-01,732,20963
2017-04-01,741,14581
2017-04-01,742,11500
2017-04-01,749,18096
2017-04-01,750,10472
2017-04-01,771,19193
2017-04-01,772,16906
2017-04-01,773,19131
2017-04-01,774,28930
2017-04-01,780,14827
2017-04-01,791,19215
2017-04-01,801,16345
2017-04-01,811,8907
2017-04-01,812,12000
2017-04-01,813,14452
2017-04-01,821,11961
2017-04-01,822,13376
2017-04-01,823,17973
2017-04-01,829,18000
2017-04-01,851,12337
2017-04-01,852,11271
2017-04-01,853,7367
2017-04-01,854,12264
2017-04-01,855,11353
2017-04-01,861,20725
2017-04-01,862,13956
2017-04-01,863,19044
2017-04-01,864,19985
2017-04-01,869,19211
2017-04-01,870,14920
2017-04-01,880,15027
2017-04-01,900,9910
2017-04-01,910,15848
2017-04-01,920,20217
2017-04-01,931,17205
2017-04-01,939,7303
2017-04-01,941,22661
2017-04-01,942,23246
2017-04-01,949,18559
2017-04-01,951,19518
2017-04-01,952,11915
2017-04-01,960,12144
2017-04-01,999,32181
2017-05-01,11,11664
2017-05-01,12,9536
2017-05-01,13,16004
2017-05-01,14,12472
2017-05-01,16,7163
2017-05-01,17,11066
2017-05-01,21,13056
2017-05-01,22,10368
2017-05-01,24,10006
2017-05-01,31,23020
2017-05-01,32,10472
2017-05-01,51,60451
2017-05-01,61,66382
2017-05-01,62,96753
2017-05-01,71,-99
2017-05-01,72,55022
2017-05-01,81,20843
2017-05-01,89,21470
2017-05-01,91,57798
2017-05-01,99,24910
2017-05-01,101,21781
2017-05-01,102,20222
2017-05-01,103,17890
2017-05-01,104,34664
2017-05-01,105,37931
2017-05-01,106,24639
2017-05-01,107,19035
2017-05-01,108,22036
2017-05-01,109,19446
2017-05-01,110,26851
2017-05-01,120,29927
2017-05-01,131,18135
2017-05-01,139,17143
2017-05-01,141,17584
2017-05-01,142,13825
2017-05-01,143,15991
2017-05-01,149,18010
2017-05-01,151,22694
2017-05-01,152,17911
2017-05-01,161,10700
2017-05-01,162,14993
2017-05-01,170,24658
2017-05-01,181,21974
2017-05-01,182,26000
2017-05-01,191,18834
2017-05-01,192,40838
2017-05-01,201,32735
2017-05-01,202,27837
2017-05-01,203,19845
2017-05-01,204,19598
2017-05-01,210,35834
2017-05-01,221,23038
2017-05-01,222,22187
2017-05-01,231,31569
2017-05-01,239,22683
2017-05-01,241,30116
2017-05-01,242,32451
2017-05-01,243,18140
2017-05-01,251,14211
2017-05-01,252,21402
2017-05-01,259,16485
2017-05-01,261,16545
2017-05-01,262,19878
2017-05-01,263,45519
2017-05-01,264,45548
2017-05-01,265,18999
2017-05-01,266,19098
2017-05-01,267,21809
2017-05-01,268,18685
2017-05-01,271,20020
2017-05-01,272,18862
2017-05-01,273,23050
2017-05-01,274,15703
2017-05-01,275,19827
2017-05-01,279,18385
2017-05-01,281,21064
2017-05-01,282,18248
2017-05-01,291,45379
2017-05-01,292,19206
2017-05-01,293,24355
2017-05-01,301,32622
2017-05-01,302,22419
2017-05-01,303,39164
2017-05-01,309,18773
2017-05-01,310,16557
2017-05-01,321,14969
2017-05-01,322,16794
2017-05-01,323,16684
2017-05-01,324,19490
2017-05-01,329,19310
2017-05-01,331,20736
2017-05-01,332,20020
2017-05-01,351,43967
2017-05-01,352,41000
2017-05-01,353,5858
2017-05-01,360,33398
2017-05-01,370,22338
2017-05-01,381,35290
2017-05-01,382,22393
2017-05-01,390,23824
2017-05-01,410,11594
2017-05-01,421,24590
2017-05-01,422,18918
2017-05-01,429,19627
2017-05-01,431,17232
2017-05-01,432,14790
2017-05-01,433,9032
2017-05-01,439,15134
2017-05-01,451,20231
2017-05-01,452,15870
2017-05-01,453,19217
2017-05-01,454,19248
2017-05-01,461,21063
2017-05-01,462,21512
2017-05-01,463,19525
2017-05-01,464,20100
2017-05-01,465,21941
2017-05-01,466,20038
2017-05-01,469,20025
2017-05-01,471,20957
2017-05-01,472,10453
2017-05-01,473,23184
2017-05-01,474,17992
2017-05-01,475,19585
2017-05-01,476,18172
2017-05-01,477,17525
2017-05-01,478,9142
2017-05-01,479,15103
2017-05-01,491,36630
2017-05-01,492,25060
2017-05-01,493,59944
2017-05-01,501,52082
2017-05-01,502,40009
2017-05-01,511,48928
2017-05-01,512,28488
2017-05-01,521,13535
2017-05-01,522,23788
2017-05-01,523,23795
2017-05-01,524,24926
2017-05-01,530,32101
2017-05-01,551,17908
2017-05-01,552,13543
2017-05-01,561,8940
2017-05-01,562,17015
2017-05-01,581,22989
2017-05-01,591,18972
2017-05-01,592,16784
2017-05-01,601,18695
2017-05-01,602,33863
2017-05-01,611,39037
2017-05-01,612,31713
2017-05-01,613,25548
2017-05-01,614,20524
2017-05-01,619,25162
2017-05-01,620,27182
2017-05-01,631,28427
2017-05-01,639,35181
2017-05-01,641,50019
2017-05-01,642,27676
2017-05-01,643,19386
2017-05-01,649,23176
2017-05-01,651,27965
2017-05-01,652,43701
2017-05-01,653,32667
2017-05-01,661,28627
2017-05-01,662,19102
2017-05-01,663,24379
2017-05-01,681,17089
2017-05-01,682,17602
2017-05-01,691,13546
2017-05-01,692,18170
2017-05-01,702,19147
2017-05-01,711,16122
2017-05-01,712,23697
2017-05-01,721,29672
2017-05-01,722,19810
2017-05-01,731,20230
2017-05-01,732,21562
2017-05-01,741,14000
2017-05-01,742,11564
2017-05-01,749,18194
2017-05-01,750,10541
2017-05-01,771,19441
2017-05-01,772,17480
2017-05-01,773,19505
2017-05-01,774,28388
2017-05-01,780,15404
2017-05-01,791,20095
2017-05-01,801,16191
2017-05-01,811,8907
2017-05-01,812,12408
2017-05-01,813,15084
2017-05-01,821,12954
2017-05-01,822,13294
2017-05-01,823,14755
2017-05-01,829,18247
2017-05-01,851,12508
2017-05-01,852,11499
2017-05-01,853,7501
2017-05-01,854,12577
2017-05-01,855,10960
2017-05-01,861,20485
2017-05-01,862,14009
2017-05-01,863,18975
2017-05-01,864,19965
2017-05-01,869,19044
2017-05-01,870,14942
2017-05-01,880,15150
2017-05-01,900,9435
2017-05-01,910,16672
2017-05-01,920,20255
2017-05-01,931,17312
2017-05-01,939,7225
2017-05-01,941,22639
2017-05-01,942,23550
2017-05-01,949,18648
2017-05-01,951,19457
2017-05-01,952,12412
2017-05-01,960,12254
2017-05-01,999,32534
2017-06-01,11,17403
2017-06-01,12,11698
2017-06-01,13,23321
2017-06-01,14,18745
2017-06-01,16,8793
2017-06-01,17,16962
2017-06-01,21,19822
2017-06-01,22,14692
2017-06-01,24,14584
2017-06-01,31,38793
2017-06-01,32,15592
2017-06-01,51,93912
2017-06-01,61,106801
2017-06-01,62,154980
2017-06-01,71,-99
2017-06-01,72,78897
2017-06-01,81,30460
2017-06-01,89,34245
2017-06-01,91,99951
2017-06-01,99,34892
2017-06-01,101,33990
2017-06-01,102,30656
2017-06-01,103,26147
2017-06-01,104,55838
2017-06-01,105,59656
2017-06-01,106,38779
2017-06-01,107,28964
2017-06-01,108,33947
2017-06-01,109,32633
2017-06-01,110,41673
2017-06-01,120,44450
2017-06-01,131,28278
2017-06-01,139,26301
2017-06-01,141,25927
2017-06-01,142,21151
2017-06-01,143,24761
2017-06-01,149,20288
2017-06-01,151,36709
2017-06-01,152,25704
2017-06-01,161,16569
2017-06-01,162,22500
2017-06-01,170,40264
2017-06-01,181,31120
2017-06-01,182,99400
2017-06-01,191,28354
2017-06-01,192,63528
2017-06-01,201,51048
2017-06-01,202,44367
2017-06-01,203,30333
2017-06-01,204,30388
2017-06-01,210,55534
2017-06-01,221,34969
2017-06-01,222,33353
2017-06-01,231,44822
2017-06-01,239,32632
2017-06-01,241,45977
2017-06-01,242,55292
2017-06-01,243,30636
2017-06-01,251,22802
2017-06-01,252,31874
2017-06-01,259,27596
2017-06-01,261,26604
2017-06-01,262,29559
2017-06-01,263,64860
2017-06-01,264,58541
2017-06-01,265,30023
2017-06-01,266,30204
2017-06-01,267,32783
2017-06-01,268,27700
2017-06-01,271,33892
2017-06-01,272,28345
2017-06-01,273,36208
2017-06-01,274,26030
2017-06-01,275,33562
2017-06-01,279,28690
2017-06-01,281,34757
2017-06-01,282,29837
2017-06-01,291,70756
2017-06-01,292,32506
2017-06-01,293,40345
2017-06-01,301,36897
2017-06-01,302,40817
2017-06-01,303,59774
2017-06-01,309,30000
2017-06-01,310,25537
2017-06-01,321,22325
2017-06-01,322,26555
2017-06-01,323,25179
2017-06-01,324,28986
2017-06-01,329,29452
2017-06-01,331,30761
2017-06-01,332,30408
2017-06-01,351,64163
2017-06-01,352,63696
2017-06-01,353,9437
2017-06-01,360,48872
2017-06-01,370,32031
2017-06-01,381,46210
2017-06-01,382,33379
2017-06-01,390,34455
2017-06-01,410,14930
2017-06-01,421,32927
2017-06-01,422,25626
2017-06-01,429,26088
2017-06-01,431,23325
2017-06-01,432,20627
2017-06-01,433,11658
2017-06-01,439,19945
2017-06-01,451,30339
2017-06-01,452,23870
2017-06-01,453,28541
2017-06-01,454,28466
2017-06-01,461,31409
2017-06-01,462,30655
2017-06-01,463,28687
2017-06-01,464,30000
2017-06-01,465,32945
2017-06-01,466,29770
2017-06-01,469,30002
2017-06-01,471,31864
2017-06-01,472,15234
2017-06-01,473,34672
2017-06-01,474,24318
2017-06-01,475,29088
2017-06-01,476,25696
2017-06-01,477,24849
2017-06-01,478,13441
2017-06-01,479,21496
2017-06-01,491,54176
2017-06-01,492,37910
2017-06-01,493,93819
2017-06-01,501,71176
2017-06-01,502,59967
2017-06-01,511,69904
2017-06-01,512,40973
2017-06-01,521,18762
2017-06-01,522,35003
2017-06-01,523,34362
2017-06-01,524,36280
2017-06-01,530,40740
2017-06-01,551,26389
2017-06-01,552,19643
2017-06-01,561,13285
2017-06-01,562,26093
2017-06-01,581,35342
2017-06-01,591,27464
2017-06-01,592,24742
2017-06-01,601,28812
2017-06-01,602,53134
2017-06-01,611,52570
2017-06-01,612,45326
2017-06-01,613,39720
2017-06-01,614,30214
2017-06-01,619,36828
2017-06-01,620,40229
2017-06-01,631,42289
2017-06-01,639,52500
2017-06-01,641,69604
2017-06-01,642,40868
2017-06-01,643,28541
2017-06-01,649,35073
2017-06-01,651,42100
2017-06-01,652,64807
2017-06-01,653,50069
2017-06-01,661,42233
2017-06-01,662,28184
2017-06-01,663,36823
2017-06-01,681,24537
2017-06-01,682,26096
2017-06-01,691,19843
2017-06-01,692,26730
